PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41619616","Global functional connectivity of cognitive control networks predicts task-switching performance in older adults","Madero B, Sodoma M, Oehler C, Magnotta VA, Long JD, Hazeltine E, Voss MW.","Cortex. 2026 Mar;196:90-100. doi: 10.1016/j.cortex.2026.01.002. Epub 2026 Jan 14.","Madero B","Cortex","2026","2026/01/31","PMC12904565","NIHMS2145064","10.1016/j.cortex.2026.01.002"
"22844987","Eye movements reveal dynamics of task control","Mayr U, Kuhns D, Rieter M.","J Exp Psychol Gen. 2013 May;142(2):489-509. doi: 10.1037/a0029353. Epub 2012 Jul 30.","Mayr U","J Exp Psychol Gen","2013","2012/08/01","","","10.1037/a0029353"
"26371305","Musical expertise is related to altered functional connectivity during audiovisual integration","Paraskevopoulos E, Kraneburg A, Herholz SC, Bamidis PD, Pantev C.","Proc Natl Acad Sci U S A. 2015 Oct 6;112(40):12522-7. doi: 10.1073/pnas.1510662112. Epub 2015 Sep 14.","Paraskevopoulos E","Proc Natl Acad Sci U S A","2015","2015/09/16","PMC4603494","","10.1073/pnas.1510662112"
"23791915","Tackling the multifunctional nature of Broca's region meta-analytically: co-activation-based parcellation of area 44","Clos M, Amunts K, Laird AR, Fox PT, Eickhoff SB.","Neuroimage. 2013 Dec;83:174-88. doi: 10.1016/j.neuroimage.2013.06.041. Epub 2013 Jun 19.","Clos M","Neuroimage","2013","2013/06/25","PMC4791055","NIHMS765295","10.1016/j.neuroimage.2013.06.041"
"18474433","On the functional role of temporal and frontal cortex activation in passive detection of auditory deviance","Tse CY, Penney TB.","Neuroimage. 2008 Jul 15;41(4):1462-70. doi: 10.1016/j.neuroimage.2008.03.043. Epub 2008 Apr 4.","Tse CY","Neuroimage","2008","2008/05/14","","","10.1016/j.neuroimage.2008.03.043"
"14762135","Functional magnetic resonance imaging examination of two modular architectures for switching multiple internal models","Imamizu H, Kuroda T, Yoshioka T, Kawato M.","J Neurosci. 2004 Feb 4;24(5):1173-81. doi: 10.1523/JNEUROSCI.4011-03.2004.","Imamizu H","J Neurosci","2004","2004/02/06","PMC6793589","","10.1523/JNEUROSCI.4011-03.2004"
"26500549","White matter microstructure contributes to age-related declines in task-induced deactivation of the default mode network","Brown CA, Hakun JG, Zhu Z, Johnson NF, Gold BT.","Front Aging Neurosci. 2015 Oct 9;7:194. doi: 10.3389/fnagi.2015.00194. eCollection 2015.","Brown CA","Front Aging Neurosci","2015","2015/10/27","PMC4598480","","10.3389/fnagi.2015.00194"
"22000079","Electrophysiological correlates of preparation and implementation for different types of task shifts","Hsieh S, Wu M.","Brain Res. 2011 Nov 14;1423:41-52. doi: 10.1016/j.brainres.2011.09.018. Epub 2011 Sep 22.","Hsieh S","Brain Res","2011","2011/10/18","","","10.1016/j.brainres.2011.09.018"
"41406669","Cognitive modes underlying attentional control deficits in schizophrenia: A functional magnetic resonance imaging (fMRI) study","Momeni A, Metzak P, Evora M, Momeni A, Lu A, Hsiao H, Woodward TS.","Psychiatry Res Neuroimaging. 2026 Mar;356:112105. doi: 10.1016/j.pscychresns.2025.112105. Epub 2025 Dec 8.","Momeni A","Psychiatry Res Neuroimaging","2026","2025/12/17","","","10.1016/j.pscychresns.2025.112105"
"30395929","Genetic predisposition for inflammation exacerbates effects of striatal iron content on cognitive switching ability in healthy aging","Daugherty AM, Hoagey DA, Kennedy KM, Rodrigue KM.","Neuroimage. 2019 Jan 15;185:471-478. doi: 10.1016/j.neuroimage.2018.10.064. Epub 2018 Oct 25.","Daugherty AM","Neuroimage","2019","2018/11/06","PMC6301022","NIHMS1511754","10.1016/j.neuroimage.2018.10.064"
"25123973","Association of creative achievement with cognitive flexibility by a combined voxel-based morphometry and resting-state functional connectivity study","Chen Q, Yang W, Li W, Wei D, Li H, Lei Q, Zhang Q, Qiu J.","Neuroimage. 2014 Nov 15;102 Pt 2:474-83. doi: 10.1016/j.neuroimage.2014.08.008. Epub 2014 Aug 12.","Chen Q","Neuroimage","2014","2014/08/16","","","10.1016/j.neuroimage.2014.08.008"
"33202683","Choline Plus Working Memory Training Improves Prenatal Alcohol-Induced Deficits in Cognitive Flexibility and Functional Connectivity in Adulthood in Rats","Waddell J, Hill E, Tang S, Jiang L, Xu S, Mooney SM.","Nutrients. 2020 Nov 14;12(11):3513. doi: 10.3390/nu12113513.","Waddell J","Nutrients","2020","2020/11/18","PMC7696837","","10.3390/nu12113513"
"21994385","Adjustments of response threshold during task switching: a model-based functional magnetic resonance imaging study","Mansfield EL, Karayanidis F, Jamadar S, Heathcote A, Forstmann BU.","J Neurosci. 2011 Oct 12;31(41):14688-92. doi: 10.1523/JNEUROSCI.2390-11.2011.","Mansfield EL","J Neurosci","2011","2011/10/14","PMC6703389","","10.1523/JNEUROSCI.2390-11.2011"
"9619187","Dissociating executive mechanisms of task control following frontal lobe damage and Parkinson's disease","Rogers RD, Sahakian BJ, Hodges JR, Polkey CE, Kennard C, Robbins TW.","Brain. 1998 May;121 ( Pt 5):815-42. doi: 10.1093/brain/121.5.815.","Rogers RD","Brain","1998","1998/06/10","","","10.1093/brain/121.5.815"
"30610527","Altered functional connectivity patterns of insular subregions in major depressive disorder after electroconvulsive therapy","Wang L, Wei Q, Wang C, Xu J, Wang K, Tian Y, Wang J.","Brain Imaging Behav. 2020 Jun;14(3):753-761. doi: 10.1007/s11682-018-0013-z.","Wang L","Brain Imaging Behav","2020","2019/01/06","","","10.1007/s11682-018-0013-z"
"32360750","New insights into the neural basis of cognitive control: An event-related fMRI study of task selection processes","Abou-Ghazaleh A, Khateb A, Kroll JF.","Int J Psychophysiol. 2020 Jul;153:80-90. doi: 10.1016/j.ijpsycho.2020.04.020. Epub 2020 Apr 28.","Abou-Ghazaleh A","Int J Psychophysiol","2020","2020/05/04","","","10.1016/j.ijpsycho.2020.04.020"
"25108245","Neural basis of postural focus effect on concurrent postural and motor tasks: phase-locked electroencephalogram responses","Huang CY, Zhao CG, Hwang IS.","Behav Brain Res. 2014 Nov 1;274:95-107. doi: 10.1016/j.bbr.2014.07.054. Epub 2014 Aug 6.","Huang CY","Behav Brain Res","2014","2014/08/10","","","10.1016/j.bbr.2014.07.054"
"22723683","Anterior prefrontal cortex contributes to action selection through tracking of recent reward trends","Kovach CK, Daw ND, Rudrauf D, Tranel D, O'Doherty JP, Adolphs R.","J Neurosci. 2012 Jun 20;32(25):8434-42. doi: 10.1523/JNEUROSCI.5468-11.2012.","Kovach CK","J Neurosci","2012","2012/06/23","PMC3425366","NIHMS388051","10.1523/JNEUROSCI.5468-11.2012"
"16513004","Voluntary selection of task sets revealed by functional magnetic resonance imaging","Forstmann BU, Brass M, Koch I, von Cramon DY.","J Cogn Neurosci. 2006 Mar;18(3):388-98. doi: 10.1162/089892906775990589.","Forstmann BU","J Cogn Neurosci","2006","2006/03/04","","","10.1162/089892906775990589"
"20962241","Frontostriatal involvement in task switching depends on genetic differences in d2 receptor density","Stelzel C, Basten U, Montag C, Reuter M, Fiebach CJ.","J Neurosci. 2010 Oct 20;30(42):14205-12. doi: 10.1523/JNEUROSCI.1062-10.2010.","Stelzel C","J Neurosci","2010","2010/10/22","PMC6634769","","10.1523/JNEUROSCI.1062-10.2010"
"29414492","Age-related differences in BOLD modulation to cognitive control costs in a multitasking paradigm: Global switch, local switch, and compatibility-switch costs","Nashiro K, Qin S, O'Connell MA, Basak C.","Neuroimage. 2018 May 15;172:146-161. doi: 10.1016/j.neuroimage.2018.01.030. Epub 2018 Feb 3.","Nashiro K","Neuroimage","2018","2018/02/08","","","10.1016/j.neuroimage.2018.01.030"
"23660437","Dissociable fronto-striatal effects of dopamine D2 receptor stimulation on cognitive versus motor flexibility","Stelzel C, Fiebach CJ, Cools R, Tafazoli S, D'Esposito M.","Cortex. 2013 Nov-Dec;49(10):2799-811. doi: 10.1016/j.cortex.2013.04.002. Epub 2013 Apr 11.","Stelzel C","Cortex","2013","2013/05/11","PMC3795948","NIHMS480468","10.1016/j.cortex.2013.04.002"
"33908296","Preliminary evidence for the phosphodiesterase type-4 inhibitor, roflumilast, in ameliorating cognitive flexibility deficits in patients with schizophrenia","Livingston NR, Hawkins PC, Gilleen J, Ye R, Valdearenas L, Shergill SS, Mehta MA.","J Psychopharmacol. 2021 Sep;35(9):1099-1110. doi: 10.1177/02698811211000778. Epub 2021 Apr 28.","Livingston NR","J Psychopharmacol","2021","2021/04/28","PMC8435828","","10.1177/02698811211000778"
"16517517","Functional MRI of task switching in children with Specific Language Impairment (SLI)","Dibbets P, Bakker K, Jolles J.","Neurocase. 2006 Feb;12(1):71-9. doi: 10.1080/13554790500507032.","Dibbets P","Neurocase","2006","2006/03/07","","","10.1080/13554790500507032"
"29057532","Lobular patterns of cerebellar resting-state connectivity in adults with Autism Spectrum Disorder","Olivito G, Lupo M, Laghi F, Clausi S, Baiocco R, Cercignani M, Bozzali M, Leggio M.","Eur J Neurosci. 2018 Mar;47(6):729-735. doi: 10.1111/ejn.13752. Epub 2017 Nov 14.","Olivito G","Eur J Neurosci","2018","2017/10/24","","","10.1111/ejn.13752"
"24155301","Affective modulation of cognitive control is determined by performance-contingency and mediated by ventromedial prefrontal and cingulate cortex","Braem S, King JA, Korb FM, Krebs RM, Notebaert W, Egner T.","J Neurosci. 2013 Oct 23;33(43):16961-70. doi: 10.1523/JNEUROSCI.1208-13.2013.","Braem S","J Neurosci","2013","2013/10/25","PMC3807025","","10.1523/JNEUROSCI.1208-13.2013"
"29124546","Fast Neural Dynamics of Proactive Cognitive Control in a Task-Switching Analogue of the Wisconsin Card Sorting Test","Gema Díaz-Blancat, Juan García-Prieto, Fernando Maestú, Francisco Barceló.","Brain Topogr. 2018 May;31(3):407-418. doi: 10.1007/s10548-017-0607-6. Epub 2017 Nov 9.","Gema Díaz-Blancat","Brain Topogr","2018","2017/11/11","","","10.1007/s10548-017-0607-6"
"27126003","A dual but asymmetric role of the dorsal anterior cingulate cortex in response inhibition and switching from a non-salient to salient action","Manza P, Hu S, Chao HH, Zhang S, Leung HC, Li CR.","Neuroimage. 2016 Jul 1;134:466-474. doi: 10.1016/j.neuroimage.2016.04.055. Epub 2016 Apr 26.","Manza P","Neuroimage","2016","2016/04/30","PMC4912860","NIHMS783160","10.1016/j.neuroimage.2016.04.055"
"30240533","Education, and the balance between dynamic and stationary functional connectivity jointly support executive functions in relapsing-remitting multiple sclerosis","Lin SJ, Vavasour I, Kosaka B, Li DKB, Traboulsee A, MacKay A, McKeown MJ.","Hum Brain Mapp. 2018 Dec;39(12):5039-5049. doi: 10.1002/hbm.24343. Epub 2018 Sep 21.","Lin SJ","Hum Brain Mapp","2018","2018/09/22","PMC6866468","","10.1002/hbm.24343"
"30690563","Differential modulation of cognitive control networks by monetary reward and punishment","Cubillo A, Makwana AB, Hare TA.","Soc Cogn Affect Neurosci. 2019 Mar 5;14(3):305-317. doi: 10.1093/scan/nsz006.","Cubillo A","Soc Cogn Affect Neurosci","2019","2019/01/29","PMC6399610","","10.1093/scan/nsz006"
"22797946","When the rules are reversed: action-monitoring consequences of reversing stimulus-response mappings","Schroder HS, Moran TP, Moser JS, Altmann EM.","Cogn Affect Behav Neurosci. 2012 Dec;12(4):629-43. doi: 10.3758/s13415-012-0105-y.","Schroder HS","Cogn Affect Behav Neurosci","2012","2012/07/17","","","10.3758/s13415-012-0105-y"
"15846824","Involvement of the inferior frontal junction in cognitive control: meta-analyses of switching and Stroop studies","Derrfuss J, Brass M, Neumann J, von Cramon DY.","Hum Brain Mapp. 2005 May;25(1):22-34. doi: 10.1002/hbm.20127.","Derrfuss J","Hum Brain Mapp","2005","2005/04/23","PMC6871679","","10.1002/hbm.20127"
"31400310","Involvement of human left frontoparietal cortices in neural processes associated with task-switching between two sequences of skilled finger movements","Uehara S, Mizuguchi N, Hirose S, Yamamoto S, Naito E.","Brain Res. 2019 Nov 1;1722:146365. doi: 10.1016/j.brainres.2019.146365. Epub 2019 Aug 7.","Uehara S","Brain Res","2019","2019/08/11","","","10.1016/j.brainres.2019.146365"
"21568635","Functional connectivity separates switching operations in the posterior lateral frontal cortex","Stelzel C, Basten U, Fiebach CJ.","J Cogn Neurosci. 2011 Nov;23(11):3529-39. doi: 10.1162/jocn_a_00062. Epub 2011 May 13.","Stelzel C","J Cogn Neurosci","2011","2011/05/17","","","10.1162/jocn_a_00062"
"18752402","Does white matter matter? Spatio-temporal dynamics of task switching in aging","Gratton G, Wee E, Rykhlevskaia EI, Leaver EE, Fabiani M.","J Cogn Neurosci. 2009 Jul;21(7):1380-95. doi: 10.1162/jocn.2009.21093.","Gratton G","J Cogn Neurosci","2009","2008/08/30","PMC2917701","NIHMS219956","10.1162/jocn.2009.21093"
"28669948","[Neural dynamics of cognitive flexibility: spatiotemporal analysis of event-related potentials]","Cao Y, Zhou S, Wang Y.","Nan Fang Yi Ke Da Xue Xue Bao. 2017 Jun 20;37(6):755-760. doi: 10.3969/j.issn.1673-4254.2017.06.07.","Cao Y","Nan Fang Yi Ke Da Xue Xue Bao","2017","2017/07/04","PMC6744156","","10.3969/j.issn.1673-4254.2017.06.07"
"26975557","Contextually sensitive power changes across multiple frequency bands underpin cognitive control","Cooper PS, Darriba Á, Karayanidis F, Barceló F.","Neuroimage. 2016 May 15;132:499-511. doi: 10.1016/j.neuroimage.2016.03.010. Epub 2016 Mar 11.","Cooper PS","Neuroimage","2016","2016/03/16","","","10.1016/j.neuroimage.2016.03.010"
"23137935","Correlation between moderate daily physical activity and neurocognitive variability in healthy elderly people","Kimura K, Yasunaga A, Wang LQ.","Arch Gerontol Geriatr. 2013 Jan-Feb;56(1):109-17. doi: 10.1016/j.archger.2012.10.004. Epub 2012 Nov 6.","Kimura K","Arch Gerontol Geriatr","2013","2012/11/10","","","10.1016/j.archger.2012.10.004"
"23693090","Switch the itch: a naturalistic follow-up study on the neural correlates of cognitive flexibility in obsessive-compulsive disorder","Vriend C, de Wit SJ, Remijnse PL, van Balkom AJ, Veltman DJ, van den Heuvel OA.","Psychiatry Res. 2013 Jul 30;213(1):31-8. doi: 10.1016/j.pscychresns.2012.12.006. Epub 2013 May 18.","Vriend C","Psychiatry Res","2013","2013/05/23","","","10.1016/j.pscychresns.2012.12.006"
"30618678","Neural Correlates of Non-clinical Internet Use in the Motivation Network and Its Modulation by Subclinical Autistic Traits","Fujiwara H, Yoshimura S, Kobayashi K, Ueno T, Oishi N, Murai T.","Front Hum Neurosci. 2018 Dec 10;12:493. doi: 10.3389/fnhum.2018.00493. eCollection 2018.","Fujiwara H","Front Hum Neurosci","2018","2019/01/09","PMC6295452","","10.3389/fnhum.2018.00493"
"22751624","Magnetic resonance imaging predictors of executive functioning in patients with pediatric-onset multiple sclerosis","Till C, Ho C, Dudani A, García-Lorenzo D, Collins DL, Banwell BL.","Arch Clin Neuropsychol. 2012 Aug;27(5):495-509. doi: 10.1093/arclin/acs058. Epub 2012 Jun 28.","Till C","Arch Clin Neuropsychol","2012","2012/07/04","","","10.1093/arclin/acs058"
"22363281","Verbal to visual code switching improves working memory in older adults: an fMRI study","Osaka M, Otsuka Y, Osaka N.","Front Hum Neurosci. 2012 Feb 20;6:24. doi: 10.3389/fnhum.2012.00024. eCollection 2012.","Osaka M","Front Hum Neurosci","2012","2012/02/25","PMC3282475","","10.3389/fnhum.2012.00024"
"10643727","Event-related fMRI: comparison of conditions with varying BOLD overlap","Pollmann S, Dove A, Yves von Cramon D, Wiggins CJ.","Hum Brain Mapp. 2000;9(1):26-37. doi: 10.1002/(SICI)1097-0193(2000)9:1&#x0003c;26::AID-HBM3&#x0003e;3.0.CO;2-2.","Pollmann S","Hum Brain Mapp","2000","2000/01/22","PMC6871911","","10.1002/(SICI)1097-0193(2000)9:1&#x0003c;26::AID-HBM3&#x0003e;3.0.CO;2-2"
"17296985","Cognitive aging, executive function, and fractional anisotropy: a diffusion tensor MR imaging study","Grieve SM, Williams LM, Paul RH, Clark CR, Gordon E.","AJNR Am J Neuroradiol. 2007 Feb;28(2):226-35.","Grieve SM","AJNR Am J Neuroradiol","2007","2007/02/14","PMC7977408","",""
"21368107","Attention-driven auditory cortex short-term plasticity helps segregate relevant sounds from noise","Ahveninen J, Hämäläinen M, Jääskeläinen IP, Ahlfors SP, Huang S, Lin FH, Raij T, Sams M, Vasios CE, Belliveau JW.","Proc Natl Acad Sci U S A. 2011 Mar 8;108(10):4182-7. doi: 10.1073/pnas.1016134108. Epub 2011 Feb 22.","Ahveninen J","Proc Natl Acad Sci U S A","2011","2011/03/04","PMC3053977","","10.1073/pnas.1016134108"
"8918991","Primate analogue of the Wisconsin Card Sorting Test: effects of excitotoxic lesions of the prefrontal cortex in the marmoset","Dias R, Robbins TW, Roberts AC.","Behav Neurosci. 1996 Oct;110(5):872-86. doi: 10.1037//0735-7044.110.5.872.","Dias R","Behav Neurosci","1996","1996/10/01","","","10.1037//0735-7044.110.5.872"
"29026994","The role of phasic norepinephrine modulations during task switching: evidence for specific effects in parietal areas","Wolff N, Mückschel M, Ziemssen T, Beste C.","Brain Struct Funct. 2018 Mar;223(2):925-940. doi: 10.1007/s00429-017-1531-y. Epub 2017 Oct 12.","Wolff N","Brain Struct Funct","2018","2017/10/14","","","10.1007/s00429-017-1531-y"
"28049559","Workflow Dynamics and the Imaging Value Chain: Quantifying the Effect of Designating a Nonimage-Interpretive Task Workflow","Lee MH, Schemmel AJ, Pooler BD, Hanley T, Kennedy TA, Field AS, Wiegmann D, Yu JJ.","Curr Probl Diagn Radiol. 2017 Jul-Aug;46(4):275-281. doi: 10.1067/j.cpradiol.2016.11.010. Epub 2016 Nov 15.","Lee MH","Curr Probl Diagn Radiol","2017","2017/01/05","","","10.1067/j.cpradiol.2016.11.010"
"22341968","Visuo-spatial memory tests in right temporal lobe epilepsy foci: clinical validity","Wisniewski I, Wendling AS, Manning L, Steinhoff BJ.","Epilepsy Behav. 2012 Mar;23(3):254-60. doi: 10.1016/j.yebeh.2011.12.006. Epub 2012 Feb 16.","Wisniewski I","Epilepsy Behav","2012","2012/02/21","","","10.1016/j.yebeh.2011.12.006"
"11960893","Posterior parietal cortex is implicated in continuous switching between verbal fluency tasks: an fMRI study with clinical implications","Gurd JM, Amunts K, Weiss PH, Zafiris O, Zilles K, Marshall JC, Fink GR.","Brain. 2002 May;125(Pt 5):1024-38. doi: 10.1093/brain/awf093.","Gurd JM","Brain","2002","2002/04/19","","","10.1093/brain/awf093"
